"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jan 29 19:44:05 GMT 2025","Wed Jan 29 19:44:11 GMT 2025","5182","Testing user creation","","","","","You must create a user without administrative access",""
"passed","Wed Jan 29 19:43:56 GMT 2025","Wed Jan 29 19:43:59 GMT 2025","2554","Products","","","","","Name is required",""
"passed","Wed Jan 29 19:43:51 GMT 2025","Wed Jan 29 19:43:56 GMT 2025","4598","Products","","","","","You must authenticate and register a product",""
"passed","Wed Jan 29 19:44:11 GMT 2025","Wed Jan 29 19:44:15 GMT 2025","4765","Testing user creation","","","","","You must create a user with administrative access",""
"passed","Wed Jan 29 19:43:59 GMT 2025","Wed Jan 29 19:44:01 GMT 2025","2376","Products","","","","","Description cannot be blank",""
"passed","Wed Jan 29 19:44:20 GMT 2025","Wed Jan 29 19:44:22 GMT 2025","2000","Login Page","","","","","should log in successfully and show ""Bem Vindo""",""
